year,parent_entity,parent_type,total_emissions_MtCO2e
2001,Murphy Oil,Investor-owned Company,17.28604017476278800000
2002,Murphy Oil,Investor-owned Company,19.01580083698134150000
2003,Murphy Oil,Investor-owned Company,17.87572621439086500000
2004,Murphy Oil,Investor-owned Company,17.81122662234420930000
2005,Murphy Oil,Investor-owned Company,17.15146260259026140000
2006,Murphy Oil,Investor-owned Company,14.78445462219069600000
2007,Murphy Oil,Investor-owned Company,14.94647314818645640000
2008,Murphy Oil,Investor-owned Company,18.68939068984753200000
2009,Murphy Oil,Investor-owned Company,24.17189541047804600000
2010,Murphy Oil,Investor-owned Company,27.96741189517694700000
2011,Murphy Oil,Investor-owned Company,27.18353604875841100000
2012,Murphy Oil,Investor-owned Company,29.42780813356008200000
2013,Murphy Oil,Investor-owned Company,30.93755371879894300000
2014,Murphy Oil,Investor-owned Company,33.93747320784038430000
2015,Murphy Oil,Investor-owned Company,31.26428324922261820000
2016,Murphy Oil,Investor-owned Company,26.45432651183965210000
2017,Murphy Oil,Investor-owned Company,24.70347261741919640000
2018,Murphy Oil,Investor-owned Company,26.05272629289729960000
2019,Murphy Oil,Investor-owned Company,27.85272136745935020000
2020,Murphy Oil,Investor-owned Company,26.25123106287901760000
2021,Murphy Oil,Investor-owned Company,25.22167889545574080000
2022,Murphy Oil,Investor-owned Company,26.43928644853460640000
1998,Naftogaz,State-owned Entity,52.50464974871932500000
1999,Naftogaz,State-owned Entity,52.50464974871932500000
2000,Naftogaz,State-owned Entity,52.50464974871932500000
2001,Naftogaz,State-owned Entity,54.02728597758246500000
2002,Naftogaz,State-owned Entity,55.54992220644559500000
2003,Naftogaz,State-owned Entity,57.65768158406429300000
2004,Naftogaz,State-owned Entity,59.49424159267973000000
2005,Naftogaz,State-owned Entity,60.51951701010355700000
2006,Naftogaz,State-owned Entity,62.61556721511009400000
2007,Naftogaz,State-owned Entity,61.10835386296924000000
2008,Naftogaz,State-owned Entity,59.54700462216081700000
2009,Naftogaz,State-owned Entity,58.19026832023897700000
2010,Naftogaz,State-owned Entity,56.74584075879432100000
2011,Naftogaz,State-owned Entity,51.51623012031325600000
2012,Naftogaz,State-owned Entity,46.28661948183220800000
2013,Naftogaz,State-owned Entity,41.05700884335116200000
2014,Naftogaz,State-owned Entity,45.15055699794944847000
2015,Naftogaz,State-owned Entity,43.14903638067241700500
2016,Naftogaz,State-owned Entity,42.49245251591813530500
2017,Naftogaz,State-owned Entity,43.65656459442453642000
2018,Naftogaz,State-owned Entity,44.05731789378020003500
2019,Naftogaz,State-owned Entity,42.84351410154419268500
2020,Naftogaz,State-owned Entity,40.68804596912773072500
2021,Naftogaz,State-owned Entity,36.39670658156001545500
2022,Naftogaz,State-owned Entity,32.22656892276661620200
1928,National Iranian Oil Co.,State-owned Entity,1.59189200773204260000
1929,National Iranian Oil Co.,State-owned Entity,1.62159148548823720000
1930,National Iranian Oil Co.,State-owned Entity,1.76414897871797250000
1931,National Iranian Oil Co.,State-owned Entity,1.70178007542996350000
1932,National Iranian Oil Co.,State-owned Entity,1.91561631527456600000
1933,National Iranian Oil Co.,State-owned Entity,2.10272302513859350000
1934,National Iranian Oil Co.,State-owned Entity,2.23934062281709000000
1935,National Iranian Oil Co.,State-owned Entity,2.22449088393899300000
1936,National Iranian Oil Co.,State-owned Entity,2.43535717600797600000
1937,National Iranian Oil Co.,State-owned Entity,3.01746694002939400000
1938,National Iranian Oil Co.,State-owned Entity,3.02637678335625270000
1939,National Iranian Oil Co.,State-owned Entity,2.84520996904346400000
1940,National Iranian Oil Co.,State-owned Entity,2.56009498258399360000
1941,National Iranian Oil Co.,State-owned Entity,1.96016553190885820000
1942,National Iranian Oil Co.,State-owned Entity,2.79175090908231400000
1943,National Iranian Oil Co.,State-owned Entity,2.88381929012651830000
1944,National Iranian Oil Co.,State-owned Entity,3.94112069824705320000
1945,National Iranian Oil Co.,State-owned Entity,5.00139205414320800000
1946,National Iranian Oil Co.,State-owned Entity,5.69932978141378750000
1947,National Iranian Oil Co.,State-owned Entity,5.99632455897573550000
1948,National Iranian Oil Co.,State-owned Entity,7.38626011796565200000
1949,National Iranian Oil Co.,State-owned Entity,7.96242998643583200000
1950,National Iranian Oil Co.,State-owned Entity,9.42958418759185500000
1951,National Iranian Oil Co.,State-owned Entity,33.10667312313210000000
1952,National Iranian Oil Co.,State-owned Entity,2.22746083171461200000
1953,National Iranian Oil Co.,State-owned Entity,4.45492166342922400000
1954,National Iranian Oil Co.,State-owned Entity,10.39481721466818700000
1955,National Iranian Oil Co.,State-owned Entity,46.92517485478783000000
1956,National Iranian Oil Co.,State-owned Entity,78.05523873945198380000
1957,National Iranian Oil Co.,State-owned Entity,105.21857299623320950000
1958,National Iranian Oil Co.,State-owned Entity,120.11569062806581820000
1959,National Iranian Oil Co.,State-owned Entity,135.09316703323978100000
1960,National Iranian Oil Co.,State-owned Entity,158.38855590429636660000
1961,National Iranian Oil Co.,State-owned Entity,182.26142820517474700000
1962,National Iranian Oil Co.,State-owned Entity,201.39773715955977800000
1963,National Iranian Oil Co.,State-owned Entity,224.78768397966583200000
1964,National Iranian Oil Co.,State-owned Entity,251.96605554957838530000
1965,National Iranian Oil Co.,State-owned Entity,281.17313022712524160000
1966,National Iranian Oil Co.,State-owned Entity,313.59837076645444480000
1967,National Iranian Oil Co.,State-owned Entity,382.21478010892268600000
1968,National Iranian Oil Co.,State-owned Entity,417.42106283903408100000
1969,National Iranian Oil Co.,State-owned Entity,499.13020059867581800000
1970,National Iranian Oil Co.,State-owned Entity,586.36042801976032300000
1971,National Iranian Oil Co.,State-owned Entity,682.60630979500713300000
1972,National Iranian Oil Co.,State-owned Entity,763.32892941035150600000
1973,National Iranian Oil Co.,State-owned Entity,904.30018783630521000000
1974,National Iranian Oil Co.,State-owned Entity,933.89921218813519000000
1975,National Iranian Oil Co.,State-owned Entity,834.90023273409786000000
1976,National Iranian Oil Co.,State-owned Entity,914.15927417929609500000
1977,National Iranian Oil Co.,State-owned Entity,872.20557034885546600000
1978,National Iranian Oil Co.,State-owned Entity,801.01583758322112000000
1979,National Iranian Oil Co.,State-owned Entity,489.25576172175058000000
1980,National Iranian Oil Co.,State-owned Entity,260.12846089499380000000
1981,National Iranian Oil Co.,State-owned Entity,216.16502812977225800000
1982,National Iranian Oil Co.,State-owned Entity,340.45547591431744000000
1983,National Iranian Oil Co.,State-owned Entity,377.71212468044256500000
1984,National Iranian Oil Co.,State-owned Entity,351.17620662488259000000
1985,National Iranian Oil Co.,State-owned Entity,371.29960122605112000000
1986,National Iranian Oil Co.,State-owned Entity,335.26950764199605000000
1987,National Iranian Oil Co.,State-owned Entity,375.67438141627392000000
1988,National Iranian Oil Co.,State-owned Entity,377.50579870394174000000
1989,National Iranian Oil Co.,State-owned Entity,466.13427224814972400000
1990,National Iranian Oil Co.,State-owned Entity,509.06135148798613000000
1991,National Iranian Oil Co.,State-owned Entity,548.33194849479031000000
1992,National Iranian Oil Co.,State-owned Entity,563.47185428141630000000
1993,National Iranian Oil Co.,State-owned Entity,592.92819769010349000000
1994,National Iranian Oil Co.,State-owned Entity,616.48493536793627000000
1995,National Iranian Oil Co.,State-owned Entity,629.88400327560143000000
1996,National Iranian Oil Co.,State-owned Entity,648.70840721868497000000
1997,National Iranian Oil Co.,State-owned Entity,664.50813833990037000000
1998,National Iranian Oil Co.,State-owned Entity,668.53184573931260000000
1999,National Iranian Oil Co.,State-owned Entity,677.46018410626470000000
2000,National Iranian Oil Co.,State-owned Entity,703.99278303724486000000
2001,National Iranian Oil Co.,State-owned Entity,723.53588487579693000000
2002,National Iranian Oil Co.,State-owned Entity,706.93766777586692000000
2003,National Iranian Oil Co.,State-owned Entity,767.11020489517442000000
2004,National Iranian Oil Co.,State-owned Entity,813.67669365952386000000
2005,National Iranian Oil Co.,State-owned Entity,883.61239288665810000000
2006,National Iranian Oil Co.,State-owned Entity,883.68226441726773000000
2007,National Iranian Oil Co.,State-owned Entity,875.43476221422740000000
2008,National Iranian Oil Co.,State-owned Entity,907.22493602581730000000
2009,National Iranian Oil Co.,State-owned Entity,970.87849979275730000000
2010,National Iranian Oil Co.,State-owned Entity,998.64321597277920000000
2011,National Iranian Oil Co.,State-owned Entity,1012.20255953600710000000
2012,National Iranian Oil Co.,State-owned Entity,934.69102861636950000000
2013,National Iranian Oil Co.,State-owned Entity,903.36218204414558000000
2014,National Iranian Oil Co.,State-owned Entity,956.00859233058477000000
2015,National Iranian Oil Co.,State-owned Entity,992.23718983734116000000
2016,National Iranian Oil Co.,State-owned Entity,1161.31755084477450000000
2017,National Iranian Oil Co.,State-owned Entity,1242.42863161771780000000
2018,National Iranian Oil Co.,State-owned Entity,1251.79682564245590000000
2019,National Iranian Oil Co.,State-owned Entity,1089.89434077217840000000
2020,National Iranian Oil Co.,State-owned Entity,1072.22257968047410000000
2021,National Iranian Oil Co.,State-owned Entity,1149.02341808616450000000
2022,National Iranian Oil Co.,State-owned Entity,1208.82667652715920000000
2015,Navajo Transitional Energy Company,Investor-owned Company,10.41325279365798700000
2016,Navajo Transitional Energy Company,Investor-owned Company,9.93334562884912300000
2017,Navajo Transitional Energy Company,Investor-owned Company,11.39504760410665400000
2018,Navajo Transitional Energy Company,Investor-owned Company,11.99767912022160300000
2019,Navajo Transitional Energy Company,Investor-owned Company,86.23492141998669000000
2020,Navajo Transitional Energy Company,Investor-owned Company,71.61423825393955000000
2021,Navajo Transitional Energy Company,Investor-owned Company,94.76517968912746000000
2022,Navajo Transitional Energy Company,Investor-owned Company,93.36209232941911000000
1959,Nigerian National Petroleum Corp.,State-owned Entity,0.16218297065908394000
1960,Nigerian National Petroleum Corp.,State-owned Entity,0.29735273222261097000
1961,Nigerian National Petroleum Corp.,State-owned Entity,0.77062993910688014000
1962,Nigerian National Petroleum Corp.,State-owned Entity,1.11431235312320158000
1963,Nigerian National Petroleum Corp.,State-owned Entity,1.17499866951938234000
1964,Nigerian National Petroleum Corp.,State-owned Entity,1.76737555581907060800
1965,Nigerian National Petroleum Corp.,State-owned Entity,3.98775551344916503000
1966,Nigerian National Petroleum Corp.,State-owned Entity,6.12482814764007607500
1967,Nigerian National Petroleum Corp.,State-owned Entity,4.68629519106881605000
1968,Nigerian National Petroleum Corp.,State-owned Entity,2.10776654190713231000
1969,Nigerian National Petroleum Corp.,State-owned Entity,7.88047455344427521300
1970,Nigerian National Petroleum Corp.,State-owned Entity,15.79063475378768960700
1971,Nigerian National Petroleum Corp.,State-owned Entity,55.83639975724126565000
1972,Nigerian National Petroleum Corp.,State-owned Entity,66.24945166105298866000
1973,Nigerian National Petroleum Corp.,State-owned Entity,75.01084993572064683000
1974,Nigerian National Petroleum Corp.,State-owned Entity,82.29690073327030120000
1975,Nigerian National Petroleum Corp.,State-owned Entity,65.10374911642510700000
1976,Nigerian National Petroleum Corp.,State-owned Entity,75.60736096444673480000
1977,Nigerian National Petroleum Corp.,State-owned Entity,76.40121996577918870000
1978,Nigerian National Petroleum Corp.,State-owned Entity,69.66811742538263780000
1979,Nigerian National Petroleum Corp.,State-owned Entity,143.83483504974695870000
1980,Nigerian National Petroleum Corp.,State-owned Entity,181.12989949938307730000
1981,Nigerian National Petroleum Corp.,State-owned Entity,128.47107284310717470000
1982,Nigerian National Petroleum Corp.,State-owned Entity,115.28211715410463270000
1983,Nigerian National Petroleum Corp.,State-owned Entity,111.92193100639053670000
1984,Nigerian National Petroleum Corp.,State-owned Entity,125.45953558796277600000
1985,Nigerian National Petroleum Corp.,State-owned Entity,135.28517462182407500000
1986,Nigerian National Petroleum Corp.,State-owned Entity,133.18974243192309400000
1987,Nigerian National Petroleum Corp.,State-owned Entity,122.84187865880949900000
1988,Nigerian National Petroleum Corp.,State-owned Entity,135.81611033826527300000
1989,Nigerian National Petroleum Corp.,State-owned Entity,159.70253145608116600000
1990,Nigerian National Petroleum Corp.,State-owned Entity,167.83159381175296000000
1991,Nigerian National Petroleum Corp.,State-owned Entity,173.67353121828578700000
1992,Nigerian National Petroleum Corp.,State-owned Entity,181.80844626175636600000
1993,Nigerian National Petroleum Corp.,State-owned Entity,183.29309637182217600000
1994,Nigerian National Petroleum Corp.,State-owned Entity,180.38930655700399700000
1995,Nigerian National Petroleum Corp.,State-owned Entity,185.00915112733436700000
1996,Nigerian National Petroleum Corp.,State-owned Entity,185.05283246249474600000
1997,Nigerian National Petroleum Corp.,State-owned Entity,196.58263292083582900000
1998,Nigerian National Petroleum Corp.,State-owned Entity,197.92859716155573200000
1999,Nigerian National Petroleum Corp.,State-owned Entity,194.93503506404469000000
2000,Nigerian National Petroleum Corp.,State-owned Entity,198.09109942261315200000
2001,Nigerian National Petroleum Corp.,State-owned Entity,206.05198230001181200000
2002,Nigerian National Petroleum Corp.,State-owned Entity,211.35887332079100600000
2003,Nigerian National Petroleum Corp.,State-owned Entity,221.60518011031961000000
2004,Nigerian National Petroleum Corp.,State-owned Entity,241.91631775559402500000
2005,Nigerian National Petroleum Corp.,State-owned Entity,288.79316860316197400000
2006,Nigerian National Petroleum Corp.,State-owned Entity,274.96293508077156000000
2007,Nigerian National Petroleum Corp.,State-owned Entity,267.88567569547253000000
2008,Nigerian National Petroleum Corp.,State-owned Entity,258.86907843005319000000
2009,Nigerian National Petroleum Corp.,State-owned Entity,270.92264318275782000000
2010,Nigerian National Petroleum Corp.,State-owned Entity,275.89325999223417000000
2011,Nigerian National Petroleum Corp.,State-owned Entity,287.46426103077510000000
2012,Nigerian National Petroleum Corp.,State-owned Entity,280.17969751251000000000
